_ID_,_VAL_
659,1
660,1
661,1
662,1
664,1
666,1
668,1
673,1
674,1
675,1
678,1
683,1
684,1
685,1
686,0
687,1
689,1
694,1
705,1
706,1
709,1
711,1
712,1
713,1
720,0
723,1
725,1
727,1
733,1
734,1
737,1
738,1
739,1
741,1
742,1
746,0
747,0
748,1
752,1
755,0
758,1
760,1
761,1
762,1
764,0
766,1
768,1
769,1
770,1
774,1
775,1
776,1
778,1
779,0
781,0
782,1
783,0
784,0
785,1
788,1
790,1
792,1
793,1
795,1
796,1
797,1
798,1
800,1
801,1
803,1
805,1
806,1
807,1
810,1
813,1
816,1
818,1
821,1
822,1
824,1
825,1
827,1
829,0
831,1
832,1
833,1
835,1
837,1
838,1
841,1
843,1
844,1
845,1
846,1
848,1
849,1
852,1
853,1
854,1
855,1
856,1
860,1
862,1
863,1
864,1
867,1
868,1
869,1
872,1
874,1
875,0
877,1
879,1
880,1
881,1
882,1
883,1
888,1
891,1
892,1
893,1
894,1
895,1
897,1
898,0
899,1
900,1
904,1
908,1
909,1
910,1
915,1
916,1
917,1
919,1
920,1
922,1
923,1
924,1
928,1
930,1
931,1
933,0
935,1
936,1
938,1
940,1
942,1
943,1
945,1
947,1
949,1
950,1
952,1
953,1
957,1
958,1
962,0
963,1
964,1
965,1
969,1
970,1
971,1
972,1
974,1
977,1
979,1
980,1
981,1
982,1
983,1
984,1
986,1
987,0
988,1
989,1
990,1
991,1
992,1
993,1
994,1
996,1
998,1
999,1
1003,1
1008,0
1009,1
1011,1
1015,1
1017,0
1018,1
1019,1
1021,1
1022,1
1023,0
1025,1
1027,1
1028,0
1030,1
1031,1
1033,1
1034,1
1036,1
1038,1
1043,1
1044,1
1045,1
1046,1
1049,1
1051,1
1059,1
1060,1
1062,1
1063,1
1064,1
1067,1
1069,1
1071,1
1072,1
1073,1
1074,1
1075,1
1078,1
1080,1
1081,1
1082,1
1083,1
1084,1
1087,0
1088,1
1089,0
1091,0
1092,1
1093,1
1094,1
1097,1
1099,1
1102,1
1111,1
1112,1
1114,1
1115,1
1118,1
1119,1
1120,1
1121,1
1123,1
1124,0
1126,1
1127,1
1131,0
1134,1
1136,1
1137,1
1138,1
1140,1
1146,1
1148,0
1150,1
1152,1
1155,1
1156,1
1157,1
1161,1
1163,1
1165,1
1166,1
1168,1
1169,1
1170,1
1171,0
1174,1
1178,1
1179,0
1182,1
1183,0
1184,1
1185,1
1187,0
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1196,1
1198,1
1200,1
1202,1
1208,1
1209,1
1210,1
1212,1
1215,1
1222,1
1224,1
1226,1
1227,1
1228,1
1229,1
1230,1
1232,1
1239,1
1241,1
1242,1
1243,1
1245,1
1247,0
1249,1
1254,1
1258,1
1259,1
1264,1
1268,1
1269,0
1273,0
1275,1
1276,1
1277,1
1279,1
1280,1
1281,1
1282,1
1285,1
1291,0
1292,1
1293,1
1294,1
1296,1
1298,1
1301,1
1305,1
1306,0
1307,1
1308,1
1310,1
1311,1
1313,1
1319,1
1322,1
1323,1
1325,1
1327,1
1331,1
1334,1
1335,1
1336,1
1338,1
1341,1
1342,1
1343,1
1344,1
1345,1
1347,0
1349,1
1350,0
1351,1
1353,1
1354,1
1356,0
1358,1
1359,1
1361,1
1364,1
1366,1
1372,1
1375,1
1376,1
1380,0
1381,0
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1389,1
1391,1
1392,1
1394,1
1395,1
1400,1
1402,1
1404,1
1405,1
1409,1
1414,1
1418,1
1419,1
1423,0
1425,1
1426,1
1427,0
1428,1
1429,1
1431,1
1432,1
1433,1
1435,1
1437,1
1438,1
1440,1
1444,1
1445,1
1446,1
1447,1
1450,1
1453,1
1455,0
1456,1
1457,1
1458,1
1459,1
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,0
1470,1
1471,1
1474,1
1476,1
1483,1
1485,0
1487,0
1488,1
1489,1
1490,1
1492,1
1493,1
1497,1
1498,1
1499,1
1500,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1511,1
1512,1
1513,0
1516,1
1519,1
1520,1
1522,1
1526,1
1527,1
1528,1
1530,1
1532,1
1533,1
1534,1
1535,1
1537,1
1540,0
1541,1
1542,1
1543,1
1548,1
1549,1
1551,1
1554,1
1556,1
1557,1
1558,1
1560,1
1561,1
1562,1
1563,1
1567,1
1568,0
1569,1
1571,1
1573,1
1575,0
1577,1
1579,1
1580,1
1582,1
1584,1
1586,1
1587,1
1588,1
1589,1
1590,1
1593,1
1597,1
1598,1
1599,1
1601,1
1604,0
1605,1
1606,1
1607,1
1614,1
1615,1
1616,1
1623,1
1624,1
1627,1
1629,1
1630,1
1632,1
1633,0
1634,1
1635,1
1638,1
1641,1
1642,1
1643,1
1644,1
1648,1
1650,1
1651,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,0
1664,1
1667,0
1670,1
1672,1
1674,0
1675,1
1676,1
1677,0
1680,1
1684,1
1685,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0
1696,1
1701,1
1702,1
1705,0
1706,0
1707,1
1708,1
1709,1
1713,1
1714,1
1715,1
1716,1
1717,1
1719,1
1721,1
1723,1
1725,1
1726,1
1727,1
1728,0
1729,1
1731,1
1732,1
1733,1
1734,0
1735,0
1737,1
1738,1
1741,1
1742,1
1743,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1752,1
1754,1
1757,1
1759,1
1761,1
1762,0
1763,1
1766,0
1767,1
1771,1
1773,1
1774,1
1775,1
1776,1
1779,1
1780,1
1783,1
1784,1
1788,1
1789,1
1790,1
1791,1
1792,1
1795,1
1796,1
1797,0
1801,1
1802,1
1803,1
1805,1
1807,1
1808,1
1810,1
1811,1
1815,1
1817,1
1821,1
1822,1
1825,1
1826,1
1827,1
1829,1
1835,1
1840,1
1841,1
1843,1
1844,0
1845,1
1855,1
1857,1
1860,1
1861,1
1863,1
1864,0
1866,1
1867,1
1869,1
1872,1
1874,0
1878,1
1881,0
1883,1
1886,1
1888,1
1889,0
1891,1
1892,1
1893,0
1894,1
1896,0
1897,0
1899,1
1900,1
1901,1
1903,1
1904,1
1908,1
1911,1
1913,1
1914,1
1916,1
1917,1
1923,1
1924,0
1925,1
1926,0
1927,1
1928,1
1929,1
1930,1
1932,0
1935,1
1937,1
1938,1
1940,1
1941,1
1942,1
1943,1
1945,1
1948,1
1950,1
1952,1
1953,1
1954,1
1956,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1977,1
1979,1
1980,1
1982,0
1983,0
1985,1
1986,1
1987,1
1992,1
1994,1
1995,1
1996,1
1999,0
2002,1
2003,0
2008,1
2009,1
2010,1
2015,1
2016,1
2022,1
2024,1
2025,1
2028,1
2029,1
2032,1
2033,0
2034,1
2035,1
2036,1
2037,1
2039,1
2041,1
2042,0
2048,0
2049,0
2050,1
2051,1
2053,1
2054,1
2057,1
2058,1
2059,1
2060,1
2061,1
2067,1
2069,0
2070,1
2074,1
2075,1
2077,1
2079,1
2081,1
2082,1
2084,1
2088,1
2090,1
2091,1
2092,0
2094,1
2095,1
2097,1
2099,1
2104,0
2105,0
2108,1
2109,1
2110,1
2111,1
2117,1
2118,1
2120,1
2122,1
2124,1
2130,1
2132,1
2133,1
2134,1
2136,1
2138,1
2139,1
2141,1
2144,1
2146,1
2147,1
2151,1
2152,1
2153,1
2154,1
2156,1
2159,1
2161,0
2162,0
2164,0
2165,1
2167,1
2169,1
2170,1
2171,0
2172,1
2173,1
2178,1
2180,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,1
2187,0
2189,1
2194,1
2195,1
2197,1
2198,1
2200,1
2202,1
2203,0
2204,1
2205,1
2206,1
2207,1
2211,1
2213,1
2214,0
2218,1
2219,1
2220,0
2221,1
2222,1
2225,1
2232,1
2236,1
2239,1
2240,1
2242,1
2243,1
2245,1
2246,1
2247,1
2248,1
2251,1
2252,1
2255,1
2256,1
2259,1
2262,1
2263,1
2264,1
2266,1
2269,1
2270,0
2271,1
2272,1
2273,1
2274,1
2280,1
2281,1
2286,1
2287,0
2288,1
2289,1
2290,1
2295,1
2296,1
2300,1
2301,1
2303,1
2304,1
2307,1
2310,1
2311,1
2314,1
2317,1
2318,0
2319,0
2321,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2335,1
2336,1
2341,1
2342,1
2343,1
2347,1
2349,1
2350,1
2352,1
2354,0
2355,1
2361,1
2363,1
2365,1
2367,1
2368,1
2375,1
2376,1
2379,0
2382,0
2384,0
2386,1
2388,1
2389,1
2391,1
2394,1
2395,1
2397,1
2398,1
2399,1
2402,0
2405,1
2408,1
2411,1
2417,1
2420,1
2421,1
2423,1
2425,1
2426,1
2429,1
2431,1
2435,1
2437,1
2439,1
2441,1
2443,0
2447,1
2450,1
2451,1
2455,1
2456,1
2459,1
2460,1
2461,0
2463,1
2465,1
2466,1
2470,1
2472,0
2478,1
2481,1
2482,1
2485,1
2488,1
2489,1
2492,1
2495,0
2497,1
2499,1
2500,1
2502,0
2503,1
2505,1
2510,0
2511,0
2512,0
2513,0
2514,1
2515,1
2516,1
2520,1
2522,1
2526,1
2531,1
2534,1
2535,0
2537,1
2539,1
2542,1
2544,1
2546,1
2550,1
2552,1
2553,1
2554,1
2555,1
2557,1
2558,1
2559,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2571,1
2573,1
2574,1
2575,1
2576,0
2578,1
2582,1
2583,1
2585,1
2588,0
2590,0
2591,0
2593,1
2594,1
2599,1
2603,1
2606,1
2607,1
2608,1
2610,1
2612,1
2613,1
2618,1
2619,1
2623,1
2624,1
2626,1
2627,1
2628,1
2630,0
2631,1
2634,1
2638,1
2639,1
2640,1
2641,1
2642,0
2644,1
2645,0
2648,1
2649,1
2651,1
2653,0
2654,1
2656,1
2658,1
2659,1
2660,1
2662,1
2663,1
2667,1
2668,1
2669,1
2671,1
2672,1
2677,1
2680,1
2681,1
2684,1
2685,1
2687,1
2692,1
2697,1
2698,1
2706,1
2707,0
2708,1
2711,1
2712,1
2716,1
2717,1
2720,0
2723,1
2728,1
2731,1
2732,0
2734,1
2740,1
2742,1
2744,1
2748,1
2750,1
2751,1
2755,1
2757,1
2761,1
2762,1
2764,1
2766,1
2768,1
2769,1
2773,1
2775,1
2779,1
2782,1
2785,0
2786,1
2788,1
2789,1
2790,1
2791,1
2792,1
2794,1
2795,1
2796,1
2797,1
2798,1
2799,1
2800,1
2801,0
2805,1
2807,1
2810,1
2814,1
2815,1
2819,1
2821,1
2822,1
2824,1
2830,1
2831,1
2833,1
2834,1
2835,1
2836,1
2837,1
2839,1
2842,1
2844,1
2845,0
2848,1
2849,1
2852,1
2858,0
2859,0
2860,1
2861,1
2862,1
2867,1
2868,1
2869,1
2870,1
2872,1
2873,1
2877,1
2880,0
2881,1
2882,0
2885,0
2888,1
2891,1
2893,1
2895,1
2896,1
2898,0
2901,1
2903,0
2904,1
2905,0
2909,1
2917,1
2918,1
2920,0
2921,1
2924,1
2925,1
2928,1
2930,1
2932,1
2933,1
2936,0
2938,1
2940,1
2941,1
2943,0
2948,0
2950,1
2951,1
2953,0
2955,0
2957,1
2959,1
2960,1
2961,1
2965,1
2969,1
2970,1
2971,1
2973,1
2974,1
2978,0
2979,0
2981,1
2983,0
2984,1
2985,1
2986,1
2987,0
2988,1
2989,1
2991,0
2992,1
2994,0
2998,0
2999,1
3000,1
3001,1
3003,0
3004,1
3006,1
3007,0
3011,1
3012,0
3014,0
3017,1
3018,1
3021,1
3023,0
3026,1
3028,1
3029,0
3031,1
3035,0
3036,1
3037,1
3038,1
3041,0
3042,0
3044,1
3046,1
3049,1
3050,1
3052,1
3053,0
3054,1
3056,0
3058,1
3059,1
3060,1
3063,0
3067,1
3068,0
3073,1
3076,1
3077,1
3078,1
3080,1
3081,1
3083,1
3084,1
3085,1
3090,1
3091,1
3093,0
3095,1
3098,0
3099,0
3101,1
3102,0
3104,0
3107,1
3109,1
3110,1
3113,1
3117,1
3119,1
3124,0
3125,1
3126,1
3128,0
3133,0
3136,1
3137,1
3138,0
3139,0
3140,0
3141,0
3145,1
3147,1
3149,1
3150,1
3151,1
3152,1
3153,0
3154,0
3156,1
3158,1
3160,0
3161,1
3165,0
3166,1
3169,1
3170,1
3173,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,1
3181,1
3183,1
3185,1
3186,0
3187,0
3190,1
3196,1
3199,1
3203,1
3204,1
3208,1
3209,1
3210,1
3211,1
3213,1
3215,1
3216,1
3218,1
3219,1
3220,1
3222,1
3223,1
3225,1
3227,1
3229,1
3232,1
3233,0
3234,1
3235,1
3237,1
3238,0
3240,0
3241,0
3242,1
3244,1
3245,1
3246,1
3247,1
3249,1
3250,1
3253,1
3254,1
3256,1
3261,1
3263,0
3265,1
3266,1
3269,1
3273,1
3274,1
3277,1
3278,1
3279,0
3283,0
3286,1
3287,1
3289,1
3296,1
3297,1
3305,1
3306,1
3307,1
3308,1
3310,0
3312,1
3314,0
3315,0
3316,0
3318,1
3325,1
3326,1
3327,0
3328,0
3329,1
3330,1
3332,1
3333,1
3334,1
3337,0
3342,0
3343,0
3344,1
3347,0
3348,1
3350,0
3354,0
3356,1
3357,0
3359,0
3360,1
3361,1
3363,1
3367,1
3368,1
3370,0
3371,1
3372,1
3375,0
3378,0
3380,0
3383,0
3384,1
3385,0
3386,0
3388,0
3391,1
3394,1
3396,0
3398,1
3400,1
3401,1
3402,1
3405,1
3406,1
3407,0
3410,0
3412,0
3413,1
3414,1
3417,0
3418,1
3422,0
3425,0
3426,1
3434,1
3439,1
3440,0
3441,1
3442,0
3444,0
3445,0
3449,0
3451,0
3452,0
3454,1
3455,1
3457,1
3459,0
3460,1
3461,1
3462,0
3463,0
3464,0
3465,0
3468,0
3470,1
3472,1
3473,0
3475,0
3476,1
3479,1
3480,0
3482,0
3484,1
3485,0
3486,0
3489,1
3490,1
3491,0
3495,1
3496,0
3498,0
3501,1
3504,1
3512,1
3514,0
3515,0
3516,0
3517,1
3518,0
3520,1
3521,1
3525,1
3528,1
3530,1
3531,0
3536,1
3537,1
3538,0
3542,1
3544,1
3545,0
3547,0
3549,1
3550,0
3557,0
3558,1
3559,0
3563,1
3564,0
3566,1
3568,0
3570,1
3573,1
3575,1
3577,1
3579,0
3580,0
3581,1
3582,0
3584,1
3587,1
3589,0
3592,1
3594,1
3598,0
3599,0
3602,1
3603,1
3604,0
3605,1
3607,0
3608,0
3609,0
3611,0
3614,0
3615,1
3616,0
3617,0
3619,1
3623,1
3625,0
3626,1
3629,0
3630,1
3631,1
3632,1
3634,1
3636,1
3637,1
3639,1
3640,1
3641,0
3643,0
3644,0
3645,0
3646,0
3648,1
3649,0
3651,1
3654,1
3655,0
3658,1
3659,1
3660,1
3661,1
3662,0
3664,0
3666,0
3669,0
3670,1
3671,1
3673,1
3675,1
3677,0
3678,0
3679,0
3680,0
3682,1
3683,1
3684,0
3687,1
3689,1
3691,1
3693,0
3695,0
3698,0
3699,0
3700,1
3701,1
3702,0
3705,1
3706,0
3708,0
3709,0
3710,0
3712,0
3713,1
3714,0
3718,1
3721,0
3722,0
3725,0
3728,0
3730,1
3732,0
3733,0
3734,0
3735,1
3737,1
3738,1
3741,1
3743,1
3744,0
3747,1
3749,1
3750,1
3752,1
3753,0
3756,0
3757,0
3758,0
3760,0
3761,1
3762,1
3765,1
3767,0
3770,1
3771,1
3772,1
3773,0
3774,0
3776,0
3777,0
3778,1
3779,1
3781,1
3784,1
3785,0
3787,0
3789,1
3790,1
3793,0
3797,0
3801,1
3802,1
3805,0
3807,1
3809,0
3810,0
3812,0
3814,0
3817,1
3818,0
3820,1
3827,1
3828,1
3831,0
3832,1
3834,0
3835,1
3836,0
3837,1
3838,0
3839,0
3840,1
3841,0
3845,0
3847,0
3848,0
3849,0
3850,1
3856,0
3862,1
3865,0
3866,0
3867,0
3869,1
3870,1
3872,0
3873,0
3874,0
3876,0
3878,0
3879,0
3886,0
3888,1
3889,1
3890,1
3892,1
3893,1
3897,1
3898,1
3902,1
3903,0
3905,0
3908,0
3909,0
3910,0
3915,1
3916,0
3920,1
3921,1
3923,1
3924,0
3926,1
3927,0
3931,0
3933,1
3936,0
3938,1
3939,0
3940,0
3941,0
3942,1
3946,1
3947,0
3948,1
3949,0
3950,1
3951,1
3952,0
3955,0
3960,1
3962,1
3963,0
3964,0
3966,1
3967,1
3970,1
3971,1
3974,1
3975,1
3976,0
3978,1
3980,0
3983,1
3987,0
3989,0
3990,0
3991,0
3993,1
3994,0
3995,1
3996,1
3999,1
4001,1
4002,1
4006,1
4007,0
4010,1
4011,0
4013,1
4015,1
4016,1
4018,1
4019,1
4020,1
4021,1
4022,1
4024,1
4027,1
4030,1
4034,0
4038,0
4044,0
4046,1
4047,0
4048,1
4052,1
4053,1
4054,1
4055,0
4056,0
4057,1
4064,0
4069,1
4070,1
4074,0
4076,1
4077,1
4078,0
4079,1
4080,0
4081,1
4082,0
4083,1
4085,1
4087,0
4089,1
4091,1
4094,1
4095,0
4096,0
4097,0
4098,0
4102,0
4104,0
4106,0
4110,1
4112,1
4114,1
4115,1
4118,0
4119,1
4122,1
4125,0
4126,0
4128,1
4129,1
4130,1
4131,1
4133,0
4134,0
4137,1
4139,1
4143,1
4145,1
4146,0
4147,0
4150,1
4151,1
4153,1
4155,1
4157,1
4158,0
4160,0
4161,0
4162,1
4167,0
4168,1
4173,1
4174,1
4175,1
4179,1
4181,1
4184,1
4185,1
4186,1
4187,0
4188,1
4189,0
4191,1
4193,0
4194,0
4196,0
4198,1
4203,0
4209,0
4212,1
4215,1
4217,0
4218,0
4220,1
4223,1
4224,1
4225,1
4226,0
4228,1
4230,1
4232,1
4235,0
4236,1
4239,1
4240,1
4241,1
4242,1
4243,0
4245,0
4246,0
4247,1
4250,1
4251,0
4253,1
4254,0
4255,0
4257,1
4258,0
4259,0
4262,0
4264,1
4266,1
4267,1
4275,1
4276,1
4278,0
4281,1
4282,0
4283,1
4284,1
4286,0
4287,0
4290,1
4291,1
4293,0
4294,1
4297,0
4302,0
4303,0
4305,1
4309,0
4311,0
4312,0
4314,0
4318,1
4320,1
4321,1
4322,1
4325,0
4326,1
4331,1
4332,0
4333,1
4334,1
4338,0
4339,1
4341,0
4342,0
4343,1
4345,0
4350,0
4351,1
4352,1
4356,1
4359,1
4362,1
4363,0
4364,1
4367,1
4369,1
4371,1
4374,0
4375,0
4377,0
4381,1
4383,1
4385,1
4386,1
4387,0
4389,1
4390,1
4394,1
4396,1
4397,1
4399,0
4404,1
4407,0
4408,0
4409,1
4410,1
4412,1
4413,1
4415,1
4416,1
4417,1
4420,0
4422,1
4423,0
4425,1
4427,0
4429,1
4431,1
4434,1
4436,0
4437,1
4439,1
4443,1
4448,1
4450,1
4451,1
4455,1
4457,0
4459,0
4460,1
4461,1
4462,1
4463,1
4465,1
4471,1
4475,0
4476,1
4477,0
4478,1
4481,0
4482,1
4484,0
4485,1
4487,0
4489,1
4490,1
4491,1
4492,0
4494,1
4495,1
4496,0
4497,1
4498,0
4505,0
4506,1
4507,1
4508,0
4509,0
4512,0
4516,0
4517,0
4520,1
4521,1
4522,0
4523,1
4524,0
4525,1
4526,1
4528,1
4530,0
4531,1
4532,1
4534,1
4535,1
4538,0
4539,1
4542,1
4545,1
4548,0
4553,1
4555,0
4556,1
4557,0
4558,1
4559,1
4561,1
4562,1
4567,1
4568,1
4571,1
4572,0
4573,0
4579,1
4580,1
4581,0
4582,1
4583,1
4584,0
4586,1
4587,1
4589,0
4590,0
4591,1
4592,0
4594,1
4596,1
4599,1
4603,1
4606,1
4608,1
4609,1
4613,0
4614,1
4616,1
4617,1
4618,0
4619,0
4620,1
4621,1
4625,1
4626,1
4627,1
4629,1
4630,0
4631,0
4632,1
4633,1
4635,0
4636,1
4640,0
4641,1
4644,0
4645,1
4648,1
4654,1
4657,1
4661,0
4662,1
4663,1
4669,0
4670,1
4673,0
4674,0
4675,1
4678,1
4679,1
4681,1
4687,0
4688,1
4692,0
4694,0
4697,1
4701,1
4703,1
4704,1
4706,1
4707,1
4708,1
4709,0
4710,1
4711,0
4712,0
4713,1
4714,1
4715,1
4718,0
4720,0
4722,1
4724,1
4733,1
4734,1
4735,0
4736,1
4739,1
4740,0
4741,1
4742,1
4744,1
4745,1
4749,1
4755,0
4761,1
4765,0
4767,0
4769,1
4770,0
4771,1
4773,1
4774,1
4775,0
4776,0
4777,1
4778,1
4779,1
4780,1
4782,0
4784,1
4785,1
4786,0
4787,1
4791,1
4792,0
4795,1
4797,0
4798,0
4799,1
4801,1
4802,1
4805,1
4814,1
4815,1
4816,1
4818,1
4822,1
4823,0
4826,0
4827,1
4829,0
4835,0
4836,0
4845,1
4848,0
4851,1
4852,0
4853,1
4854,1
4855,1
4856,1
4857,0
4858,1
4860,1
4868,1
4869,1
4871,1
4873,0
4878,0
4880,0
4881,1
4886,1
4887,0
4888,1
4889,0
4890,0
4892,1
4893,1
4896,0
4897,0
4900,1
4901,0
4902,1
4903,1
4904,0
4905,1
4907,1
4908,1
4910,0
4912,1
4914,0
4915,0
4918,1
4919,0
4920,1
4921,1
4922,0
4923,1
4924,1
4928,0
4929,1
4934,0
4935,1
4936,1
4937,1
4941,1
4942,1
4943,0
4944,1
4946,1
4950,0
4954,1
4957,1
4958,1
4959,0
4962,0
4963,1
4964,1
4966,1
4967,1
4969,1
4971,0
4972,1
4974,0
4975,1
4976,1
4979,0
4981,1
4982,0
4983,1
4986,0
4987,0
4989,0
4991,1
4992,0
4994,1
4995,0
4997,1
4999,1
5002,0
5004,1
5005,1
5006,0
5007,1
5008,1
5011,0
5015,1
5016,1
5019,1
5020,1
5021,0
5022,1
5024,0
5025,0
5031,1
5033,1
5035,1
5038,1
5040,1
5041,0
5044,1
5045,0
5046,1
5047,1
5049,0
5052,1
5053,1
5054,0
5056,0
5058,1
5059,1
5061,1
5063,0
5064,0
5065,1
5066,1
5069,0
5071,0
5073,0
5074,1
5075,1
5076,1
5077,0
5079,0
5080,1
5083,0
5087,0
5088,0
5093,1
5094,0
5096,0
5097,1
5100,1
5101,1
5102,1
5103,1
5104,0
5105,1
5106,1
5107,1
5109,1
5110,0
5111,0
5112,0
5114,0
5115,0
5116,1
5118,1
5121,1
5123,0
5124,1
5125,1
5126,0
5127,1
5131,0
5134,0
5135,1
5136,1
5137,0
5139,0
5140,1
5141,1
5144,0
5145,1
5146,0
5155,1
5157,0
5158,1
5160,0
5163,1
5165,0
5166,1
5169,1
5170,0
5171,1
5172,1
5173,1
5176,0
5178,1
5179,1
5180,0
5181,1
5183,0
5184,0
5187,1
5188,1
5189,0
5193,0
5196,0
5197,0
5198,1
5201,0
5202,0
5203,0
5204,1
5205,1
5206,0
5207,0
5208,0
5209,1
5210,0
5212,0
5216,0
5217,0
5218,0
5220,1
5221,1
5222,0
5223,0
5226,0
5227,1
5228,1
5230,1
5233,1
5236,0
5238,0
5241,1
5247,0
5248,0
5249,0
5252,0
5254,1
5255,0
5256,1
5257,0
5260,0
5267,1
5268,0
5269,0
5272,0
5274,0
5275,0
5276,0
5277,1
5281,0
5284,0
5290,0
5294,0
5298,0
5300,0
5306,0
5307,0
5310,1
5318,1
5320,0
5321,0
5322,1
5325,0
5329,0
5330,0
5333,0
5334,0
5337,1
5341,1
5343,0
5347,0
5349,1
5350,1
5353,0
5354,1
5357,0
5358,1
5361,0
5362,0
5363,0
5364,0
5369,1
5372,0
5374,1
5375,1
5376,1
5377,1
5379,1
5380,1
5382,0
5383,1
5384,1
5385,0
5389,0
5390,0
5391,0
5392,1
5393,0
5395,1
5397,0
5399,0
5401,1
5402,0
5403,0
5404,1
5405,1
5406,1
5407,0
5408,1
5410,1
5411,1
5413,1
5415,1
5416,0
5417,1
5418,0
5419,1
5424,1
5427,1
5430,0
5434,1
5442,0
5444,1
5445,1
5446,1
5449,0
5452,0
5455,0
5456,0
5458,1
5460,1
5461,1
5462,1
5463,1
5464,0
5467,1
5470,1
5471,0
5472,1
5475,0
5482,1
5484,0
5488,1
5489,0
5490,1
5491,1
5493,1
5499,1
5501,0
5503,1
5505,1
5506,0
5509,0
5510,0
5511,1
5513,1
5514,1
5517,1
5519,1
5520,0
5526,1
5531,0
5534,0
5536,0
5537,1
5538,1
5540,1
5541,1
5542,0
5543,1
5546,1
5548,0
5549,1
5550,0
5551,1
5556,1
5557,1
5559,1
5562,1
5564,1
5566,1
5567,1
5568,1
5570,1
5574,1
5579,0
5580,0
5581,0
5582,0
5583,0
5585,0
5586,1
5591,1
5592,0
5593,1
5594,0
5596,0
5597,0
5599,0
5600,1
5603,0
5604,0
5606,0
5609,0
5610,0
5615,0
5618,0
5619,0
5620,0
5627,1
5628,0
5631,1
5632,1
5633,1
5635,1
5637,0
5638,0
5640,0
5642,1
5645,0
5647,0
5649,0
5651,0
5652,0
5659,0
5660,0
5662,0
5663,1
5666,0
5667,0
5671,0
5673,0
5674,1
5675,0
5676,0
5677,0
5678,0
5680,0
5682,1
5686,0
5687,0
5689,1
5691,0
5692,1
5693,0
5694,0
5698,1
5699,1
5701,0
5703,0
5704,1
5706,1
